Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
13.49,-0.31,-2.25%,21 Apr 2025
13.8,-0.05,-0.36%,17 Apr 2025
13.85,-0.28,-1.98%,16 Apr 2025
14.13,0.04,0.28%,15 Apr 2025
14.09,0.05,0.36%,14 Apr 2025
14.04,0.00,0.00%,11 Apr 2025
14.04,-0.47,-3.24%,10 Apr 2025
14.51,0.68,4.92%,09 Apr 2025
13.83,-0.12,-0.86%,08 Apr 2025
13.95,0.01,0.07%,07 Apr 2025
13.94,-0.39,-2.72%,04 Apr 2025
14.33,-0.49,-3.31%,03 Apr 2025
14.82,0.03,0.20%,02 Apr 2025
14.79,0.07,0.48%,01 Apr 2025
14.72,0.06,0.41%,31 Mar 2025
14.66,-0.15,-1.01%,28 Mar 2025
14.81,-0.05,-0.34%,27 Mar 2025
14.86,-0.10,-0.67%,26 Mar 2025
14.96,0.00,0.00%,25 Mar 2025
14.96,0.16,1.08%,24 Mar 2025
14.8,0.02,0.14%,21 Mar 2025
14.78,0.03,0.20%,20 Mar 2025
14.75,0.13,0.89%,19 Mar 2025
14.62,-0.10,-0.68%,18 Mar 2025
14.72,0.02,0.14%,17 Mar 2025
14.7,0.16,1.10%,14 Mar 2025
14.54,-0.09,-0.62%,13 Mar 2025
14.63,0.09,0.62%,12 Mar 2025
14.54,-0.12,-0.82%,11 Mar 2025
14.66,-0.19,-1.28%,10 Mar 2025
14.85,-0.01,-0.07%,07 Mar 2025
14.86,-0.17,-1.13%,06 Mar 2025
15.03,0.00,0.00%,05 Mar 2025
15.03,-0.18,-1.18%,04 Mar 2025
15.21,-0.24,-1.55%,03 Mar 2025
15.45,0.21,1.38%,28 Feb 2025
15.24,-0.07,-0.46%,27 Feb 2025
15.31,0.07,0.46%,26 Feb 2025
15.24,-0.05,-0.33%,25 Feb 2025
15.29,-0.01,-0.07%,24 Feb 2025
15.3,-0.12,-0.78%,21 Feb 2025
15.42,-0.16,-1.03%,20 Feb 2025
15.58,0.04,0.26%,19 Feb 2025
15.54,0.03,0.19%,18 Feb 2025
15.51,-0.02,-0.13%,14 Feb 2025
15.53,0.01,0.06%,13 Feb 2025
15.52,-0.07,-0.45%,12 Feb 2025
15.59,-0.02,-0.13%,11 Feb 2025
15.61,0.08,0.52%,10 Feb 2025
15.53,-0.05,-0.32%,07 Feb 2025
15.58,0.06,0.39%,06 Feb 2025
15.52,0.04,0.26%,05 Feb 2025
15.48,-0.04,-0.26%,04 Feb 2025
15.52,-0.02,-0.13%,03 Feb 2025
15.54,0.03,0.19%,31 Jan 2025
15.51,0.07,0.45%,30 Jan 2025
15.44,-0.06,-0.39%,29 Jan 2025
15.5,0.20,1.31%,28 Jan 2025
15.3,-0.18,-1.16%,27 Jan 2025
15.48,-0.13,-0.83%,24 Jan 2025
15.61,0.06,0.39%,23 Jan 2025
15.55,0.12,0.78%,22 Jan 2025
15.43,-0.07,-0.45%,21 Jan 2025
15.5,0.10,0.65%,17 Jan 2025
15.4,0.00,0.00%,16 Jan 2025
15.4,0.22,1.45%,15 Jan 2025
15.18,-0.06,-0.39%,14 Jan 2025
15.24,0.00,0.00%,13 Jan 2025
15.24,-0.16,-1.04%,10 Jan 2025
15.4,0.07,0.46%,08 Jan 2025
15.33,-0.13,-0.84%,07 Jan 2025
15.46,-0.02,-0.13%,06 Jan 2025
15.48,0.10,0.65%,03 Jan 2025
15.38,0.06,0.39%,02 Jan 2025
15.32,0.00,0.00%,31 Dec 2024
15.32,-0.05,-0.33%,30 Dec 2024
15.37,-0.14,-0.90%,27 Dec 2024
15.51,0.14,0.91%,24 Dec 2024
15.37,0.08,0.52%,23 Dec 2024
15.29,0.05,0.33%,20 Dec 2024
15.24,-0.03,-0.20%,19 Dec 2024
15.27,-0.18,-1.17%,18 Dec 2024
15.45,-0.04,-0.26%,17 Dec 2024
15.49,0.03,0.19%,16 Dec 2024
15.46,0.00,0.00%,13 Dec 2024
15.46,-0.06,-0.39%,12 Dec 2024
15.52,0.09,0.58%,11 Dec 2024
15.43,-0.01,-0.06%,10 Dec 2024
15.44,-0.09,-0.58%,09 Dec 2024
15.53,0.07,0.45%,06 Dec 2024
15.46,-0.10,-0.64%,05 Dec 2024
15.56,0.08,0.52%,04 Dec 2024
15.48,0.02,0.13%,03 Dec 2024
15.46,0.11,0.72%,02 Dec 2024
15.35,0.06,0.39%,29 Nov 2024
15.29,-0.10,-0.65%,27 Nov 2024
15.39,0.07,0.46%,26 Nov 2024
15.32,0.05,0.33%,25 Nov 2024
15.27,0.03,0.20%,22 Nov 2024
15.24,0.08,0.53%,21 Nov 2024
15.16,0.06,0.40%,20 Nov 2024
15.1,0.04,0.27%,19 Nov 2024
15.06,-0.03,-0.20%,18 Nov 2024
15.09,-0.21,-1.37%,15 Nov 2024
15.3,-0.01,-0.07%,14 Nov 2024
15.31,0.05,0.33%,13 Nov 2024
15.26,0.02,0.13%,12 Nov 2024
15.24,0.06,0.40%,11 Nov 2024
15.18,0.12,0.80%,08 Nov 2024
15.06,-0.04,-0.26%,07 Nov 2024
15.1,0.40,2.72%,06 Nov 2024
14.7,0.07,0.48%,05 Nov 2024
14.63,-0.08,-0.54%,04 Nov 2024
14.71,0.10,0.68%,01 Nov 2024
14.61,-0.21,-1.42%,31 Oct 2024
14.82,-0.05,-0.34%,30 Oct 2024
14.87,0.07,0.47%,29 Oct 2024
14.8,0.01,0.07%,28 Oct 2024
14.79,0.01,0.07%,25 Oct 2024
14.78,-0.03,-0.20%,24 Oct 2024
14.81,-0.05,-0.34%,23 Oct 2024
14.86,0.00,0.00%,22 Oct 2024
14.86,0.03,0.20%,21 Oct 2024
14.83,-0.01,-0.07%,18 Oct 2024
14.84,-0.02,-0.13%,17 Oct 2024
14.86,0.10,0.68%,16 Oct 2024
14.76,-0.07,-0.47%,15 Oct 2024
14.83,0.11,0.75%,14 Oct 2024
14.72,0.05,0.34%,11 Oct 2024
14.67,-0.03,-0.20%,10 Oct 2024
14.7,0.10,0.68%,09 Oct 2024
14.6,0.10,0.69%,08 Oct 2024
14.5,-0.11,-0.75%,07 Oct 2024
14.61,0.12,0.83%,04 Oct 2024
14.49,0.02,0.14%,03 Oct 2024
14.47,0.05,0.35%,02 Oct 2024
14.42,-0.05,-0.35%,01 Oct 2024
14.47,0.08,0.56%,30 Sep 2024
14.39,-0.05,-0.35%,27 Sep 2024
14.44,-0.04,-0.28%,26 Sep 2024
14.48,0.05,0.35%,25 Sep 2024
14.43,-0.05,-0.35%,24 Sep 2024
14.48,0.01,0.07%,23 Sep 2024
14.47,-0.03,-0.21%,20 Sep 2024
14.5,0.10,0.69%,19 Sep 2024
14.4,-0.06,-0.41%,18 Sep 2024
14.46,0.00,0.00%,17 Sep 2024
14.46,-0.01,-0.07%,16 Sep 2024
14.47,0.03,0.21%,13 Sep 2024
14.44,0.04,0.28%,12 Sep 2024
14.4,0.11,0.77%,11 Sep 2024
14.29,0.04,0.28%,10 Sep 2024
14.25,0.14,0.99%,09 Sep 2024
14.11,-0.11,-0.77%,06 Sep 2024
14.22,-0.05,-0.35%,05 Sep 2024
14.27,-0.04,-0.28%,04 Sep 2024
14.31,-0.15,-1.04%,03 Sep 2024
14.46,0.09,0.63%,30 Aug 2024
14.37,-0.02,-0.14%,29 Aug 2024
14.39,-0.04,-0.28%,28 Aug 2024
14.43,0.00,0.00%,27 Aug 2024
14.43,0.01,0.07%,26 Aug 2024
14.42,-0.02,-0.14%,23 Aug 2024
14.44,-0.04,-0.28%,22 Aug 2024
14.48,0.06,0.42%,21 Aug 2024
14.42,-0.03,-0.21%,20 Aug 2024
14.45,0.01,0.07%,19 Aug 2024
14.44,-0.05,-0.35%,16 Aug 2024
14.49,0.18,1.26%,15 Aug 2024
14.31,0.07,0.49%,14 Aug 2024
14.24,0.09,0.64%,13 Aug 2024
14.15,0.04,0.28%,12 Aug 2024
14.11,0.05,0.36%,09 Aug 2024
14.06,0.16,1.15%,08 Aug 2024
13.9,-0.07,-0.50%,07 Aug 2024
13.97,0.08,0.58%,06 Aug 2024
13.89,-0.29,-2.05%,05 Aug 2024
14.18,-0.22,-1.53%,02 Aug 2024
14.4,-0.09,-0.62%,01 Aug 2024
14.49,0.13,0.91%,31 Jul 2024
14.36,-0.06,-0.42%,30 Jul 2024
14.42,0.02,0.14%,29 Jul 2024
14.4,0.10,0.70%,26 Jul 2024
14.3,-0.09,-0.63%,25 Jul 2024
14.39,-0.27,-1.84%,24 Jul 2024
14.66,0.00,0.00%,23 Jul 2024
14.66,0.11,0.76%,22 Jul 2024
14.55,-0.06,-0.41%,19 Jul 2024
14.61,-0.05,-0.34%,18 Jul 2024
14.66,-0.18,-1.21%,17 Jul 2024
14.84,0.05,0.34%,16 Jul 2024
14.79,0.04,0.27%,15 Jul 2024
14.75,0.02,0.14%,12 Jul 2024
14.73,-0.15,-1.01%,11 Jul 2024
14.88,0.07,0.47%,10 Jul 2024
14.81,0.01,0.07%,09 Jul 2024
14.8,0.02,0.14%,08 Jul 2024
14.78,0.03,0.20%,05 Jul 2024
14.75,0.04,0.27%,03 Jul 2024
14.71,0.04,0.27%,02 Jul 2024
14.67,0.01,0.07%,01 Jul 2024
14.66,-0.12,-0.81%,28 Jun 2024
14.78,0.01,0.07%,27 Jun 2024
14.77,0.03,0.20%,26 Jun 2024
14.74,0.09,0.61%,25 Jun 2024
14.65,-0.07,-0.48%,24 Jun 2024
14.72,-0.01,-0.07%,21 Jun 2024
14.73,-0.01,-0.07%,20 Jun 2024
14.74,0.05,0.34%,18 Jun 2024
14.69,0.04,0.27%,17 Jun 2024
14.65,0.05,0.34%,14 Jun 2024
14.6,0.08,0.55%,13 Jun 2024
14.52,0.04,0.28%,12 Jun 2024
14.48,0.05,0.35%,11 Jun 2024
14.43,0.03,0.21%,10 Jun 2024
14.4,0.02,0.14%,07 Jun 2024
14.38,-0.02,-0.14%,06 Jun 2024
14.4,0.15,1.05%,05 Jun 2024
14.25,0.06,0.42%,04 Jun 2024
14.19,0.02,0.14%,03 Jun 2024
14.17,0.07,0.50%,31 May 2024
14.1,-0.07,-0.49%,30 May 2024
14.17,-0.05,-0.35%,29 May 2024
14.22,-0.01,-0.07%,28 May 2024
14.23,0.03,0.21%,24 May 2024
14.2,-0.05,-0.35%,23 May 2024
14.25,0.01,0.07%,22 May 2024
14.24,0.03,0.21%,21 May 2024
14.21,0.04,0.28%,20 May 2024
14.17,-0.02,-0.14%,17 May 2024
14.19,-0.03,-0.21%,16 May 2024
14.22,0.07,0.49%,15 May 2024
14.15,0.04,0.28%,14 May 2024
14.11,-0.03,-0.21%,13 May 2024
14.14,0.04,0.28%,10 May 2024
14.1,0.01,0.07%,09 May 2024
14.09,0.01,0.07%,08 May 2024
14.08,0.06,0.43%,07 May 2024
14.02,0.12,0.86%,06 May 2024
13.9,0.08,0.58%,03 May 2024
13.82,0.02,0.14%,02 May 2024
13.8,-0.03,-0.22%,01 May 2024
13.83,-0.10,-0.72%,30 Apr 2024
13.93,-0.02,-0.14%,29 Apr 2024
13.95,0.15,1.09%,26 Apr 2024
13.8,-0.09,-0.65%,25 Apr 2024
13.89,-0.03,-0.22%,24 Apr 2024
13.92,0.11,0.80%,23 Apr 2024
13.81,0.08,0.58%,22 Apr 2024
13.73,-0.08,-0.58%,19 Apr 2024
13.81,-0.02,-0.14%,18 Apr 2024
13.83,-0.08,-0.58%,17 Apr 2024
13.91,0.02,0.14%,16 Apr 2024
13.89,-0.11,-0.79%,15 Apr 2024
14.0,-0.02,-0.14%,12 Apr 2024
14.02,0.05,0.36%,11 Apr 2024
13.97,-0.04,-0.29%,10 Apr 2024
14.01,-0.01,-0.07%,09 Apr 2024
14.02,-0.03,-0.21%,08 Apr 2024
14.05,0.08,0.57%,05 Apr 2024
13.97,-0.10,-0.71%,04 Apr 2024
14.07,-0.03,-0.21%,03 Apr 2024
14.1,-0.07,-0.49%,02 Apr 2024
14.17,-0.04,-0.28%,01 Apr 2024
14.21,0.02,0.14%,28 Mar 2024
14.19,0.09,0.64%,27 Mar 2024
14.1,-0.01,-0.07%,26 Mar 2024
14.11,-0.10,-0.70%,25 Mar 2024
14.21,0.06,0.42%,22 Mar 2024
14.15,0.06,0.43%,21 Mar 2024
14.09,0.07,0.50%,20 Mar 2024
14.02,0.11,0.79%,19 Mar 2024
13.91,0.06,0.43%,18 Mar 2024
13.85,-0.07,-0.50%,15 Mar 2024
13.92,0.01,0.07%,14 Mar 2024
13.91,-0.02,-0.14%,13 Mar 2024
13.93,0.13,0.94%,12 Mar 2024
13.8,-0.04,-0.29%,11 Mar 2024
13.84,-0.08,-0.57%,08 Mar 2024
13.92,0.06,0.43%,07 Mar 2024
13.86,0.01,0.07%,06 Mar 2024
13.85,-0.07,-0.50%,05 Mar 2024
13.92,-0.04,-0.29%,04 Mar 2024
13.96,0.07,0.50%,01 Mar 2024
13.89,0.04,0.29%,29 Feb 2024
13.85,0.01,0.07%,28 Feb 2024
13.84,-0.02,-0.14%,27 Feb 2024
13.86,-0.02,-0.14%,26 Feb 2024
13.88,0.02,0.14%,23 Feb 2024
13.86,0.20,1.46%,22 Feb 2024
13.66,0.00,0.00%,21 Feb 2024
13.66,-0.08,-0.58%,20 Feb 2024
13.74,-0.05,-0.36%,16 Feb 2024
13.79,0.00,0.00%,15 Feb 2024
13.79,0.08,0.58%,14 Feb 2024
13.71,-0.09,-0.65%,13 Feb 2024
13.8,-0.03,-0.22%,12 Feb 2024
13.83,0.04,0.29%,09 Feb 2024
13.79,0.04,0.29%,08 Feb 2024
13.75,0.07,0.51%,07 Feb 2024
13.68,-0.01,-0.07%,06 Feb 2024
13.69,-0.01,-0.07%,05 Feb 2024
13.7,0.13,0.96%,02 Feb 2024
13.57,0.09,0.67%,01 Feb 2024
13.48,-0.08,-0.59%,31 Jan 2024
13.56,0.00,0.00%,30 Jan 2024
13.56,0.07,0.52%,29 Jan 2024
13.49,0.01,0.07%,26 Jan 2024
13.48,0.07,0.52%,25 Jan 2024
13.41,0.00,0.00%,24 Jan 2024
13.41,0.01,0.07%,23 Jan 2024
13.4,0.04,0.30%,22 Jan 2024
13.36,0.06,0.45%,19 Jan 2024
13.3,0.07,0.53%,18 Jan 2024
13.23,-0.03,-0.23%,17 Jan 2024
13.26,0.04,0.30%,16 Jan 2024
13.22,0.03,0.23%,12 Jan 2024
13.19,0.04,0.30%,11 Jan 2024
13.15,0.06,0.46%,10 Jan 2024
13.09,0.02,0.15%,09 Jan 2024
13.07,0.12,0.93%,08 Jan 2024
12.95,0.00,0.00%,05 Jan 2024
12.95,-0.04,-0.31%,04 Jan 2024
12.99,-0.03,-0.23%,03 Jan 2024
13.02,-0.01,-0.08%,02 Jan 2024
13.03,-0.02,-0.15%,29 Dec 2023
13.05,0.00,0.00%,28 Dec 2023
13.05,0.03,0.23%,27 Dec 2023
13.02,-0.03,-0.23%,22 Dec 2023
13.05,0.02,0.15%,21 Dec 2023
13.03,-0.04,-0.31%,20 Dec 2023
13.07,0.01,0.08%,19 Dec 2023
13.06,0.03,0.23%,18 Dec 2023
13.03,0.06,0.46%,15 Dec 2023
12.97,-0.03,-0.23%,14 Dec 2023
13.0,0.08,0.62%,13 Dec 2023
12.92,0.03,0.23%,12 Dec 2023
12.89,0.06,0.47%,11 Dec 2023
12.83,0.03,0.23%,08 Dec 2023
12.8,0.02,0.16%,07 Dec 2023
12.78,-0.01,-0.08%,06 Dec 2023
12.79,0.05,0.39%,05 Dec 2023
12.74,-0.01,-0.08%,04 Dec 2023
12.75,0.04,0.31%,01 Dec 2023
12.71,0.04,0.32%,30 Nov 2023
12.67,0.03,0.24%,29 Nov 2023
12.64,-0.03,-0.24%,28 Nov 2023
12.67,-0.03,-0.24%,27 Nov 2023
12.7,-0.04,-0.31%,24 Nov 2023
12.74,0.08,0.63%,22 Nov 2023
12.66,-0.01,-0.08%,21 Nov 2023
12.67,0.02,0.16%,20 Nov 2023
12.65,-0.04,-0.32%,17 Nov 2023
12.69,0.03,0.24%,16 Nov 2023
12.66,-0.01,-0.08%,15 Nov 2023
12.67,0.08,0.64%,14 Nov 2023
12.59,-0.01,-0.08%,13 Nov 2023
12.6,0.12,0.96%,10 Nov 2023
12.48,-0.06,-0.48%,09 Nov 2023
12.54,0.06,0.48%,08 Nov 2023
12.48,0.08,0.65%,07 Nov 2023
12.4,-0.01,-0.08%,06 Nov 2023
12.41,0.01,0.08%,03 Nov 2023
12.4,0.13,1.06%,02 Nov 2023
12.27,0.11,0.90%,01 Nov 2023
12.16,0.08,0.66%,31 Oct 2023
12.08,0.04,0.33%,30 Oct 2023
12.04,-0.03,-0.25%,27 Oct 2023
12.07,-0.11,-0.90%,26 Oct 2023
12.18,-0.10,-0.81%,25 Oct 2023
12.28,0.05,0.41%,24 Oct 2023
12.23,-0.03,-0.24%,23 Oct 2023
12.26,-0.08,-0.65%,20 Oct 2023
12.34,-0.08,-0.64%,19 Oct 2023
12.42,-0.06,-0.48%,18 Oct 2023
12.48,-0.04,-0.32%,17 Oct 2023
12.52,0.04,0.32%,16 Oct 2023
12.48,0.01,0.08%,13 Oct 2023
12.47,-0.03,-0.24%,12 Oct 2023
12.5,0.05,0.40%,11 Oct 2023
12.45,0.03,0.24%,10 Oct 2023
12.42,0.06,0.49%,09 Oct 2023
12.36,0.06,0.49%,06 Oct 2023
12.3,-0.05,-0.40%,05 Oct 2023
12.35,0.09,0.73%,04 Oct 2023
12.26,-0.14,-1.13%,03 Oct 2023
12.4,0.03,0.24%,02 Oct 2023
12.37,-0.02,-0.16%,29 Sep 2023
12.39,0.01,0.08%,28 Sep 2023
12.38,0.01,0.08%,27 Sep 2023
12.37,-0.08,-0.64%,26 Sep 2023
12.45,-0.01,-0.08%,25 Sep 2023
12.46,0.00,0.00%,22 Sep 2023
12.46,-0.13,-1.03%,21 Sep 2023
12.59,-0.07,-0.55%,20 Sep 2023
12.66,-0.03,-0.24%,19 Sep 2023
12.69,0.02,0.16%,18 Sep 2023
12.67,-0.11,-0.86%,15 Sep 2023
12.78,0.07,0.55%,14 Sep 2023
12.71,0.03,0.24%,13 Sep 2023
12.68,-0.04,-0.31%,12 Sep 2023
12.72,-0.03,-0.24%,11 Sep 2023
12.75,0.01,0.08%,08 Sep 2023
12.74,0.00,0.00%,07 Sep 2023
12.74,-0.03,-0.23%,06 Sep 2023
12.77,-0.01,-0.08%,05 Sep 2023
12.78,0.03,0.24%,01 Sep 2023
12.75,-0.01,-0.08%,31 Aug 2023
12.76,0.03,0.24%,30 Aug 2023
12.73,0.08,0.63%,29 Aug 2023
12.65,0.06,0.48%,28 Aug 2023
12.59,0.04,0.32%,25 Aug 2023
12.55,-0.07,-0.55%,24 Aug 2023
12.62,0.08,0.64%,23 Aug 2023
12.54,-0.03,-0.24%,22 Aug 2023
12.57,0.02,0.16%,21 Aug 2023
12.55,-0.02,-0.16%,18 Aug 2023
12.57,-0.08,-0.63%,17 Aug 2023
12.65,-0.03,-0.24%,16 Aug 2023
12.68,-0.06,-0.47%,15 Aug 2023
12.74,0.07,0.55%,14 Aug 2023
12.67,-0.01,-0.08%,11 Aug 2023
12.68,0.01,0.08%,10 Aug 2023
12.67,-0.06,-0.47%,09 Aug 2023
12.73,0.04,0.32%,08 Aug 2023
12.69,0.09,0.71%,07 Aug 2023
12.6,-0.02,-0.16%,04 Aug 2023
12.62,-0.04,-0.32%,03 Aug 2023
12.66,-0.07,-0.55%,02 Aug 2023
12.73,0.01,0.08%,01 Aug 2023
12.72,0.00,0.00%,31 Jul 2023
12.72,0.07,0.55%,28 Jul 2023
12.65,-0.01,-0.08%,27 Jul 2023
12.66,-0.02,-0.16%,26 Jul 2023
12.68,-0.03,-0.24%,25 Jul 2023
12.71,0.05,0.39%,24 Jul 2023
12.66,0.05,0.40%,21 Jul 2023
12.61,-0.03,-0.24%,20 Jul 2023
12.64,0.04,0.32%,19 Jul 2023
12.6,0.09,0.72%,18 Jul 2023
12.51,0.04,0.32%,17 Jul 2023
12.47,0.00,0.00%,14 Jul 2023
12.47,-0.02,-0.16%,13 Jul 2023
12.49,-0.01,-0.08%,12 Jul 2023
12.5,0.01,0.08%,11 Jul 2023
12.49,0.03,0.24%,10 Jul 2023
12.46,-0.10,-0.80%,07 Jul 2023
12.56,-0.09,-0.71%,06 Jul 2023
12.65,-0.03,-0.24%,05 Jul 2023
12.68,-0.03,-0.24%,03 Jul 2023
12.71,0.06,0.47%,30 Jun 2023
12.65,0.04,0.32%,29 Jun 2023
12.61,0.03,0.24%,28 Jun 2023
12.58,0.03,0.24%,27 Jun 2023
12.55,-0.01,-0.08%,26 Jun 2023
12.56,0.02,0.16%,23 Jun 2023
12.54,0.05,0.40%,22 Jun 2023
12.49,-0.05,-0.40%,21 Jun 2023
12.54,0.02,0.16%,20 Jun 2023
12.52,-0.03,-0.24%,16 Jun 2023
12.55,0.06,0.48%,15 Jun 2023
12.49,0.01,0.08%,14 Jun 2023
12.48,0.01,0.08%,13 Jun 2023
12.47,0.07,0.56%,12 Jun 2023
12.4,0.00,0.00%,09 Jun 2023
12.4,0.00,0.00%,08 Jun 2023
12.4,-0.07,-0.56%,07 Jun 2023
12.47,0.01,0.08%,06 Jun 2023
12.46,-0.03,-0.24%,05 Jun 2023
12.49,0.11,0.89%,02 Jun 2023
12.38,0.01,0.08%,01 Jun 2023
12.37,-0.01,-0.08%,31 May 2023
12.38,-0.01,-0.08%,30 May 2023
12.39,0.07,0.57%,26 May 2023
12.32,0.11,0.90%,25 May 2023
12.21,-0.05,-0.41%,24 May 2023
12.26,-0.10,-0.81%,23 May 2023
12.36,-0.01,-0.08%,22 May 2023
12.37,-0.06,-0.48%,19 May 2023
12.43,0.10,0.81%,18 May 2023
12.33,0.10,0.82%,17 May 2023
12.23,-0.02,-0.16%,16 May 2023
12.25,0.00,0.00%,15 May 2023
12.25,0.03,0.25%,12 May 2023
12.22,0.05,0.41%,11 May 2023
12.17,0.03,0.25%,10 May 2023
12.14,-0.02,-0.16%,09 May 2023
12.16,-0.02,-0.16%,08 May 2023
12.18,0.09,0.74%,05 May 2023
12.09,-0.09,-0.74%,04 May 2023
12.18,-0.08,-0.65%,03 May 2023
12.26,-0.05,-0.41%,02 May 2023
12.31,-0.01,-0.08%,01 May 2023
12.32,0.09,0.74%,28 Apr 2023
12.23,0.12,0.99%,27 Apr 2023
12.11,-0.07,-0.57%,26 Apr 2023
12.18,-0.04,-0.33%,25 Apr 2023
12.22,0.01,0.08%,24 Apr 2023
12.21,0.02,0.16%,21 Apr 2023
12.19,-0.01,-0.08%,20 Apr 2023
12.2,0.01,0.08%,19 Apr 2023
12.19,0.00,0.00%,18 Apr 2023
12.19,0.03,0.25%,17 Apr 2023
12.16,0.05,0.41%,14 Apr 2023
12.11,0.02,0.17%,13 Apr 2023
12.09,-0.06,-0.49%,12 Apr 2023
12.15,0.00,0.00%,11 Apr 2023
12.15,0.00,0.00%,10 Apr 2023
12.15,0.04,0.33%,06 Apr 2023
12.11,0.01,0.08%,05 Apr 2023
12.1,-0.03,-0.25%,04 Apr 2023
12.13,0.02,0.17%,03 Apr 2023
12.11,0.14,1.17%,31 Mar 2023
11.97,0.04,0.34%,30 Mar 2023
11.93,0.10,0.85%,29 Mar 2023
11.83,-0.06,-0.50%,28 Mar 2023
11.89,-0.03,-0.25%,27 Mar 2023
11.92,0.05,0.42%,24 Mar 2023
11.87,0.02,0.17%,23 Mar 2023
11.85,-0.11,-0.92%,22 Mar 2023
11.96,0.06,0.50%,21 Mar 2023
11.9,-0.02,-0.17%,20 Mar 2023
11.92,-0.07,-0.58%,17 Mar 2023
11.99,0.06,0.50%,16 Mar 2023
11.93,0.05,0.42%,15 Mar 2023
11.88,0.06,0.51%,14 Mar 2023
11.82,-0.01,-0.08%,13 Mar 2023
11.83,-0.06,-0.50%,10 Mar 2023
11.89,-0.11,-0.92%,09 Mar 2023
12.0,-0.01,-0.08%,08 Mar 2023
12.01,-0.04,-0.33%,07 Mar 2023
12.05,0.03,0.25%,06 Mar 2023
12.02,0.10,0.84%,03 Mar 2023
11.92,0.09,0.76%,02 Mar 2023
11.83,-0.11,-0.92%,01 Mar 2023
11.94,0.00,0.00%,28 Feb 2023
11.94,0.00,0.00%,27 Feb 2023
11.94,-0.04,-0.33%,24 Feb 2023
11.98,0.07,0.59%,23 Feb 2023
11.91,0.00,0.00%,22 Feb 2023
11.91,-0.15,-1.24%,21 Feb 2023
12.06,0.01,0.08%,17 Feb 2023
12.05,-0.12,-0.99%,16 Feb 2023
12.17,0.08,0.66%,15 Feb 2023
12.09,-0.02,-0.17%,14 Feb 2023
12.11,0.08,0.67%,13 Feb 2023
12.03,0.02,0.17%,10 Feb 2023
12.01,-0.07,-0.58%,09 Feb 2023
12.08,-0.05,-0.41%,08 Feb 2023
12.13,0.05,0.41%,07 Feb 2023
12.08,-0.03,-0.25%,06 Feb 2023
12.11,0.04,0.33%,03 Feb 2023
12.07,0.10,0.84%,02 Feb 2023
11.97,0.04,0.34%,01 Feb 2023
11.93,0.11,0.93%,31 Jan 2023
11.82,-0.07,-0.59%,30 Jan 2023
11.89,0.01,0.08%,27 Jan 2023
11.88,0.03,0.25%,26 Jan 2023
11.85,-0.05,-0.42%,25 Jan 2023
11.9,0.03,0.25%,24 Jan 2023
11.87,0.06,0.51%,23 Jan 2023
11.81,0.08,0.68%,20 Jan 2023
11.73,-0.07,-0.59%,19 Jan 2023
11.8,-0.06,-0.51%,18 Jan 2023
11.86,-0.01,-0.08%,17 Jan 2023
11.87,-0.02,-0.17%,13 Jan 2023
11.89,-0.01,-0.08%,12 Jan 2023
11.9,0.09,0.76%,11 Jan 2023
11.81,0.05,0.43%,10 Jan 2023
11.76,-0.03,-0.25%,09 Jan 2023
11.79,0.11,0.94%,06 Jan 2023
11.68,-0.05,-0.43%,05 Jan 2023
11.73,0.03,0.26%,04 Jan 2023
11.7,0.06,0.52%,03 Jan 2023
11.64,-0.07,-0.60%,30 Dec 2022
11.71,0.06,0.52%,29 Dec 2022
11.65,-0.06,-0.51%,28 Dec 2022
11.71,-0.09,-0.76%,27 Dec 2022
11.8,0.01,0.08%,23 Dec 2022
