Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
11.0715,-0.1592,-1.42%,20 Sep 2021
11.2307,0.0490,0.44%,17 Sep 2021
11.1817,0.0159,0.14%,16 Sep 2021
11.1658,0.1085,0.98%,15 Sep 2021
11.0573,0.0066,0.06%,14 Sep 2021
11.0507,-0.0480,-0.43%,13 Sep 2021
11.0987,0.0326,0.29%,09 Sep 2021
11.0661,0.0011,0.01%,08 Sep 2021
11.065,-0.0597,-0.54%,07 Sep 2021
11.1247,0.0407,0.37%,06 Sep 2021
11.084,-0.0038,-0.03%,03 Sep 2021
11.0878,0.0584,0.53%,02 Sep 2021
11.0294,0.0160,0.15%,01 Sep 2021
11.0134,0.1359,1.25%,31 Aug 2021
10.8775,0.1959,1.83%,30 Aug 2021
10.6816,0.0482,0.45%,27 Aug 2021
10.6334,0.0260,0.25%,26 Aug 2021
10.6074,0.0320,0.30%,25 Aug 2021
10.5754,0.0210,0.20%,24 Aug 2021
10.5544,-0.0479,-0.45%,23 Aug 2021
10.6023,-0.1130,-1.05%,20 Aug 2021
10.7153,-0.0429,-0.40%,18 Aug 2021
10.7582,0.1085,1.02%,17 Aug 2021
10.6497,-0.0062,-0.06%,16 Aug 2021
10.6559,0.0044,0.04%,13 Aug 2021
10.6515,0.1119,1.06%,12 Aug 2021
10.5396,-0.0970,-0.91%,11 Aug 2021
10.6366,-0.0818,-0.76%,10 Aug 2021
10.7184,0.0554,0.52%,06 Aug 2021
10.663,-0.0212,-0.20%,05 Aug 2021
10.6842,0.0003,0.00%,04 Aug 2021
10.6839,0.1647,1.57%,03 Aug 2021
10.5192,0.0093,0.09%,30 Jul 2021
10.5099,-0.0377,-0.36%,29 Jul 2021
10.5476,0.0161,0.15%,28 Jul 2021
10.5315,0.0023,0.02%,27 Jul 2021
10.5292,0.0132,0.13%,26 Jul 2021
10.516,0.0663,0.63%,23 Jul 2021
10.4497,0.0881,0.85%,22 Jul 2021
10.3616,-0.0667,-0.64%,19 Jul 2021
10.4283,0.0534,0.51%,16 Jul 2021
10.3749,0.0291,0.28%,15 Jul 2021
10.3458,0.0360,0.35%,14 Jul 2021
10.3098,0.0385,0.37%,13 Jul 2021
10.2713,0.0463,0.45%,12 Jul 2021
10.225,-0.0027,-0.03%,09 Jul 2021
10.2277,-0.0449,-0.44%,08 Jul 2021
10.2726,0.0591,0.58%,07 Jul 2021
10.2135,-0.0197,-0.19%,06 Jul 2021
10.2332,0.1059,1.05%,05 Jul 2021
10.1273,0.0142,0.14%,02 Jul 2021
10.1131,0.0453,0.45%,01 Jul 2021
10.0678,-0.0066,-0.07%,30 Jun 2021
10.0744,-0.0046,-0.05%,29 Jun 2021
10.079,0.0108,0.11%,28 Jun 2021
10.0682,0.0714,0.71%,25 Jun 2021
9.9968,-0.0344,-0.34%,24 Jun 2021
10.0312,-0.0011,-0.01%,23 Jun 2021
10.0323,-0.0095,-0.09%,22 Jun 2021
10.0418,-0.0472,-0.47%,21 Jun 2021
10.089,0.0775,0.77%,18 Jun 2021
10.0115,-0.0396,-0.39%,17 Jun 2021
10.0511,-0.0754,-0.74%,16 Jun 2021
10.1265,0.1012,1.01%,15 Jun 2021
10.0253,-0.0616,-0.61%,14 Jun 2021
10.0869,0.0030,0.03%,11 Jun 2021
10.0839,0.1257,1.26%,10 Jun 2021
9.9582,-0.0706,-0.70%,09 Jun 2021
10.0288,0.1268,1.28%,08 Jun 2021
9.902,-0.0202,-0.20%,04 Jun 2021
9.9222,0.1887,1.94%,03 Jun 2021
9.7335,0.0007,0.01%,02 Jun 2021
9.7328,-0.0859,-0.87%,01 Jun 2021
9.8187,0.0271,0.28%,31 May 2021
9.7916,-0.0026,-0.03%,28 May 2021
9.7942,0.1218,1.26%,27 May 2021
9.6724,-0.0085,-0.09%,25 May 2021
9.6809,-0.0509,-0.52%,24 May 2021
9.7318,0.1517,1.58%,21 May 2021
9.5801,-0.0167,-0.17%,20 May 2021
9.5968,0.0516,0.54%,19 May 2021
9.5452,0.0227,0.24%,18 May 2021
9.5225,0.1466,1.56%,17 May 2021
9.3759,-0.0784,-0.83%,14 May 2021
9.4543,0.1466,1.58%,12 May 2021
9.3077,-0.0042,-0.05%,11 May 2021
9.3119,0.0428,0.46%,10 May 2021
9.2691,-0.0302,-0.32%,07 May 2021
9.2993,0.0416,0.45%,06 May 2021
9.2577,0.0919,1.00%,05 May 2021
9.1658,0.0474,0.52%,04 May 2021
9.1184,-0.0924,-1.00%,30 Apr 2021
9.2108,0.0403,0.44%,29 Apr 2021
9.1705,0.1090,1.20%,28 Apr 2021
9.0615,0.1177,1.32%,27 Apr 2021
8.9438,0.0513,0.58%,26 Apr 2021
8.8925,-0.0262,-0.29%,23 Apr 2021
8.9187,-0.0123,-0.14%,22 Apr 2021
8.931,0.0036,0.04%,20 Apr 2021
8.9274,-0.2591,-2.82%,19 Apr 2021
9.1865,0.0993,1.09%,16 Apr 2021
9.0872,0.0867,0.96%,15 Apr 2021
9.0005,-0.0080,-0.09%,13 Apr 2021
9.0085,-0.3399,-3.64%,12 Apr 2021
9.3484,-0.0337,-0.36%,09 Apr 2021
9.3821,0.0650,0.70%,08 Apr 2021
9.3171,-0.0843,-0.90%,07 Apr 2021
9.4014,-0.1498,-1.57%,06 Apr 2021
9.5512,0.0215,0.23%,01 Apr 2021
9.5297,-0.0478,-0.50%,31 Mar 2021
9.5775,0.0658,0.69%,30 Mar 2021
9.5117,0.1705,1.83%,26 Mar 2021
