Nav Price (SGD),Changes (SGD),Changes (%),NAV Date
12.3,-0.11,-0.89%,28 Sep 2015
12.41,0.03,0.24%,25 Sep 2015
12.38,-0.06,-0.48%,24 Sep 2015
12.44,-0.13,-1.03%,23 Sep 2015
12.57,-0.10,-0.79%,22 Sep 2015
12.67,-0.08,-0.63%,21 Sep 2015
12.75,-0.03,-0.23%,18 Sep 2015
12.78,0.05,0.39%,17 Sep 2015
12.73,0.14,1.11%,16 Sep 2015
12.59,0.00,0.00%,15 Sep 2015
12.59,0.00,0.00%,14 Sep 2015
12.59,0.02,0.16%,11 Sep 2015
12.57,0.00,0.00%,10 Sep 2015
12.57,0.13,1.05%,09 Sep 2015
12.44,0.05,0.40%,08 Sep 2015
12.39,-0.10,-0.80%,04 Sep 2015
12.49,0.02,0.16%,03 Sep 2015
12.47,-0.01,-0.08%,02 Sep 2015
12.48,-0.16,-1.27%,01 Sep 2015
12.64,-0.08,-0.63%,31 Aug 2015
12.72,0.09,0.71%,28 Aug 2015
12.63,0.19,1.53%,27 Aug 2015
12.44,0.13,1.06%,26 Aug 2015
12.31,0.10,0.82%,25 Aug 2015
12.21,-0.39,-3.10%,24 Aug 2015
12.6,-0.18,-1.41%,21 Aug 2015
12.78,-0.12,-0.93%,20 Aug 2015
12.9,-0.11,-0.85%,19 Aug 2015
13.01,-0.08,-0.61%,18 Aug 2015
13.09,-0.03,-0.23%,17 Aug 2015
13.12,0.00,0.00%,14 Aug 2015
13.12,0.02,0.15%,13 Aug 2015
13.1,-0.10,-0.76%,12 Aug 2015
13.2,-0.11,-0.83%,11 Aug 2015
13.31,0.05,0.38%,10 Aug 2015
13.26,0.02,0.15%,07 Aug 2015
13.24,-0.09,-0.68%,06 Aug 2015
13.33,0.02,0.15%,05 Aug 2015
13.31,-0.02,-0.15%,04 Aug 2015
13.33,-0.05,-0.37%,03 Aug 2015
13.38,-0.02,-0.15%,31 Jul 2015
13.4,-0.01,-0.07%,30 Jul 2015
13.41,0.05,0.37%,29 Jul 2015
13.36,0.02,0.15%,28 Jul 2015
13.34,-0.17,-1.26%,27 Jul 2015
13.51,-0.09,-0.66%,24 Jul 2015
13.6,-0.08,-0.58%,23 Jul 2015
13.68,-0.07,-0.51%,22 Jul 2015
13.75,0.03,0.22%,21 Jul 2015
13.72,-0.04,-0.29%,20 Jul 2015
13.76,0.02,0.15%,17 Jul 2015
13.74,0.08,0.59%,16 Jul 2015
13.66,-0.03,-0.22%,15 Jul 2015
13.69,-0.03,-0.22%,14 Jul 2015
13.72,0.09,0.66%,13 Jul 2015
13.63,0.12,0.89%,10 Jul 2015
13.51,0.17,1.27%,09 Jul 2015
13.34,-0.32,-2.34%,08 Jul 2015
13.66,-0.14,-1.01%,07 Jul 2015
13.8,-0.21,-1.50%,06 Jul 2015
14.01,-0.04,-0.28%,02 Jul 2015
14.05,0.04,0.29%,01 Jul 2015
14.01,0.12,0.86%,30 Jun 2015
13.89,-0.20,-1.42%,29 Jun 2015
14.09,-0.06,-0.42%,26 Jun 2015
14.15,0.01,0.07%,25 Jun 2015
14.14,-0.01,-0.07%,24 Jun 2015
14.15,0.09,0.64%,22 Jun 2015
14.06,0.00,0.00%,19 Jun 2015
14.06,0.10,0.72%,18 Jun 2015
13.96,0.04,0.29%,17 Jun 2015
13.92,0.00,0.00%,16 Jun 2015
13.92,-0.10,-0.71%,15 Jun 2015
14.02,-0.02,-0.14%,12 Jun 2015
14.04,0.01,0.07%,11 Jun 2015
14.03,0.12,0.86%,10 Jun 2015
13.91,-0.10,-0.71%,09 Jun 2015
14.01,-0.04,-0.28%,08 Jun 2015
14.05,-0.07,-0.50%,05 Jun 2015
14.12,-0.10,-0.70%,04 Jun 2015
14.22,-0.03,-0.21%,03 Jun 2015
14.25,-0.01,-0.07%,02 Jun 2015
14.26,-0.04,-0.28%,01 Jun 2015
14.3,-0.12,-0.83%,29 May 2015
14.42,-0.15,-1.03%,28 May 2015
14.57,0.05,0.34%,27 May 2015
14.52,-0.07,-0.48%,26 May 2015
14.59,0.00,0.00%,22 May 2015
14.59,-0.03,-0.21%,21 May 2015
14.62,0.00,0.00%,20 May 2015
14.62,0.00,0.00%,19 May 2015
14.62,-0.01,-0.07%,18 May 2015
14.63,0.15,1.04%,15 May 2015
14.48,0.04,0.28%,13 May 2015
14.44,-0.06,-0.41%,12 May 2015
14.5,-0.08,-0.55%,11 May 2015
14.58,0.18,1.25%,08 May 2015
14.4,-0.09,-0.62%,07 May 2015
14.49,-0.12,-0.82%,06 May 2015
14.61,-0.11,-0.75%,05 May 2015
14.72,0.02,0.14%,04 May 2015
14.7,-0.13,-0.88%,30 Apr 2015
14.83,-0.09,-0.60%,29 Apr 2015
14.92,-0.01,-0.07%,28 Apr 2015
14.93,0.11,0.74%,27 Apr 2015
14.82,0.07,0.47%,24 Apr 2015
14.75,0.04,0.27%,23 Apr 2015
14.71,0.12,0.82%,22 Apr 2015
14.59,0.09,0.62%,21 Apr 2015
14.5,-0.04,-0.28%,20 Apr 2015
14.54,-0.15,-1.02%,17 Apr 2015
14.69,0.08,0.55%,16 Apr 2015
14.61,0.03,0.21%,15 Apr 2015
14.58,0.05,0.34%,14 Apr 2015
14.53,0.06,0.41%,13 Apr 2015
14.47,0.05,0.35%,10 Apr 2015
14.42,0.06,0.42%,09 Apr 2015
14.36,0.18,1.27%,08 Apr 2015
14.18,0.08,0.57%,07 Apr 2015
14.1,0.14,1.00%,02 Apr 2015
13.96,0.11,0.79%,01 Apr 2015
13.85,-0.05,-0.36%,31 Mar 2015
13.9,0.12,0.87%,30 Mar 2015
13.78,-0.01,-0.07%,27 Mar 2015
13.79,-0.08,-0.58%,26 Mar 2015
13.87,-0.07,-0.50%,25 Mar 2015
13.94,0.05,0.36%,24 Mar 2015
13.89,0.05,0.36%,23 Mar 2015
13.84,0.09,0.65%,20 Mar 2015
13.75,-0.03,-0.22%,19 Mar 2015
13.78,0.15,1.10%,18 Mar 2015
13.63,0.05,0.37%,17 Mar 2015
13.58,0.07,0.52%,16 Mar 2015
13.51,-0.12,-0.88%,13 Mar 2015
13.63,0.09,0.66%,12 Mar 2015
13.54,0.01,0.07%,11 Mar 2015
13.53,-0.17,-1.24%,10 Mar 2015
13.7,-0.07,-0.51%,09 Mar 2015
13.77,-0.12,-0.86%,06 Mar 2015
13.89,-0.02,-0.14%,05 Mar 2015
13.91,-0.05,-0.36%,04 Mar 2015
13.96,-0.06,-0.43%,03 Mar 2015
14.02,-0.02,-0.14%,02 Mar 2015
14.04,-0.06,-0.43%,27 Feb 2015
14.1,0.00,0.00%,26 Feb 2015
14.1,0.01,0.07%,25 Feb 2015
14.09,0.11,0.79%,24 Feb 2015
13.98,-0.04,-0.29%,23 Feb 2015
14.02,0.02,0.14%,20 Feb 2015
14.0,-0.02,-0.14%,19 Feb 2015
14.02,0.00,0.00%,18 Feb 2015
14.02,-0.05,-0.36%,17 Feb 2015
14.07,0.11,0.79%,13 Feb 2015
13.96,0.16,1.16%,12 Feb 2015
13.8,-0.06,-0.43%,11 Feb 2015
13.86,-0.05,-0.36%,10 Feb 2015
13.91,-0.04,-0.29%,09 Feb 2015
13.95,-0.12,-0.85%,06 Feb 2015
14.07,0.07,0.50%,05 Feb 2015
14.0,-0.04,-0.28%,04 Feb 2015
14.04,0.11,0.79%,03 Feb 2015
13.93,0.10,0.72%,02 Feb 2015
13.83,-0.19,-1.36%,30 Jan 2015
14.02,0.00,0.00%,29 Jan 2015
14.02,-0.05,-0.36%,28 Jan 2015
14.07,-0.05,-0.35%,27 Jan 2015
14.12,-0.02,-0.14%,26 Jan 2015
14.14,0.04,0.28%,23 Jan 2015
14.1,0.11,0.79%,22 Jan 2015
13.99,0.10,0.72%,21 Jan 2015
13.89,-0.09,-0.64%,20 Jan 2015
13.98,0.10,0.72%,16 Jan 2015
13.88,0.02,0.14%,15 Jan 2015
13.86,0.00,0.00%,14 Jan 2015
13.86,0.11,0.80%,13 Jan 2015
13.75,-0.04,-0.29%,12 Jan 2015
13.79,-0.08,-0.58%,09 Jan 2015
13.87,0.13,0.95%,08 Jan 2015
13.74,0.14,1.03%,07 Jan 2015
13.6,-0.11,-0.80%,06 Jan 2015
13.71,-0.14,-1.01%,05 Jan 2015
13.85,0.01,0.07%,02 Jan 2015
13.84,-0.04,-0.29%,31 Dec 2014
13.88,-0.04,-0.29%,30 Dec 2014
13.92,0.08,0.58%,29 Dec 2014
13.84,0.00,0.00%,24 Dec 2014
13.84,-0.07,-0.50%,23 Dec 2014
13.91,0.11,0.80%,22 Dec 2014
13.8,0.04,0.29%,19 Dec 2014
13.76,0.17,1.25%,18 Dec 2014
13.59,0.17,1.27%,17 Dec 2014
13.42,-0.14,-1.03%,16 Dec 2014
13.56,-0.15,-1.09%,15 Dec 2014
13.71,-0.16,-1.15%,12 Dec 2014
13.87,-0.08,-0.57%,11 Dec 2014
13.95,-0.09,-0.64%,10 Dec 2014
14.04,-0.15,-1.06%,09 Dec 2014
14.19,-0.10,-0.70%,08 Dec 2014
14.29,-0.03,-0.21%,05 Dec 2014
14.32,0.00,0.00%,04 Dec 2014
14.32,0.03,0.21%,03 Dec 2014
14.29,0.00,0.00%,02 Dec 2014
14.29,-0.12,-0.83%,01 Dec 2014
14.41,-0.10,-0.69%,28 Nov 2014
14.51,0.07,0.48%,26 Nov 2014
14.44,-0.03,-0.21%,25 Nov 2014
14.47,0.06,0.42%,24 Nov 2014
14.41,0.12,0.84%,21 Nov 2014
14.29,0.01,0.07%,20 Nov 2014
14.28,0.00,0.00%,19 Nov 2014
14.28,0.04,0.28%,18 Nov 2014
14.24,-0.06,-0.42%,17 Nov 2014
14.3,0.02,0.14%,14 Nov 2014
14.28,-0.02,-0.14%,13 Nov 2014
14.3,-0.01,-0.07%,12 Nov 2014
14.31,0.00,0.00%,11 Nov 2014
14.31,0.10,0.70%,10 Nov 2014
14.21,0.00,0.00%,07 Nov 2014
14.21,-0.13,-0.91%,06 Nov 2014
14.34,-0.09,-0.62%,05 Nov 2014
14.43,-0.02,-0.14%,04 Nov 2014
14.45,-0.02,-0.14%,03 Nov 2014
14.47,-0.05,-0.34%,31 Oct 2014
14.52,0.08,0.55%,30 Oct 2014
14.44,0.04,0.28%,29 Oct 2014
14.4,0.21,1.48%,28 Oct 2014
14.19,-0.09,-0.63%,27 Oct 2014
14.28,0.03,0.21%,24 Oct 2014
14.25,0.00,0.00%,23 Oct 2014
14.25,-0.06,-0.42%,22 Oct 2014
14.31,0.04,0.28%,21 Oct 2014
14.27,0.02,0.14%,20 Oct 2014
14.25,0.09,0.64%,17 Oct 2014
14.16,-0.13,-0.91%,16 Oct 2014
14.29,-0.14,-0.97%,15 Oct 2014
14.43,0.04,0.28%,14 Oct 2014
14.39,0.01,0.07%,13 Oct 2014
14.38,-0.17,-1.17%,10 Oct 2014
14.55,-0.07,-0.48%,09 Oct 2014
14.62,0.07,0.48%,08 Oct 2014
14.55,-0.04,-0.27%,07 Oct 2014
14.59,0.06,0.41%,06 Oct 2014
14.53,0.12,0.83%,03 Oct 2014
14.41,-0.01,-0.07%,02 Oct 2014
14.42,-0.07,-0.48%,01 Oct 2014
14.49,-0.07,-0.48%,30 Sep 2014
14.56,-0.21,-1.42%,29 Sep 2014
14.77,0.09,0.61%,26 Sep 2014
14.68,-0.24,-1.61%,25 Sep 2014
14.92,0.10,0.67%,24 Sep 2014
14.82,-0.06,-0.40%,23 Sep 2014
14.88,-0.14,-0.93%,22 Sep 2014
15.02,-0.08,-0.53%,19 Sep 2014
15.1,-0.03,-0.20%,18 Sep 2014
15.13,-0.04,-0.26%,17 Sep 2014
15.17,-0.03,-0.20%,16 Sep 2014
15.2,-0.02,-0.13%,15 Sep 2014
15.22,-0.13,-0.85%,12 Sep 2014
15.35,-0.04,-0.26%,11 Sep 2014
15.39,-0.05,-0.32%,10 Sep 2014
15.44,-0.09,-0.58%,09 Sep 2014
15.53,-0.09,-0.58%,08 Sep 2014
15.62,0.02,0.13%,05 Sep 2014
15.6,-0.03,-0.19%,04 Sep 2014
15.63,0.14,0.90%,03 Sep 2014
15.49,0.00,0.00%,02 Sep 2014
15.49,-0.01,-0.06%,29 Aug 2014
15.5,-0.08,-0.51%,28 Aug 2014
15.58,0.07,0.45%,27 Aug 2014
15.51,0.05,0.32%,26 Aug 2014
15.46,0.03,0.19%,25 Aug 2014
15.43,0.02,0.13%,22 Aug 2014
15.41,-0.01,-0.06%,21 Aug 2014
15.42,-0.04,-0.26%,20 Aug 2014
15.46,0.08,0.52%,19 Aug 2014
15.38,0.11,0.72%,18 Aug 2014
15.27,0.04,0.26%,14 Aug 2014
15.23,0.06,0.40%,13 Aug 2014
15.17,0.01,0.07%,12 Aug 2014
15.16,0.13,0.86%,11 Aug 2014
15.03,0.08,0.54%,08 Aug 2014
14.95,-0.12,-0.80%,07 Aug 2014
15.07,-0.05,-0.33%,06 Aug 2014
15.12,-0.14,-0.92%,05 Aug 2014
15.26,0.14,0.93%,04 Aug 2014
15.12,-0.02,-0.13%,01 Aug 2014
15.14,-0.26,-1.69%,31 Jul 2014
15.4,0.00,0.00%,30 Jul 2014
15.4,-0.07,-0.45%,29 Jul 2014
15.47,0.01,0.06%,28 Jul 2014
15.46,-0.06,-0.39%,25 Jul 2014
15.52,0.02,0.13%,24 Jul 2014
15.5,0.05,0.32%,23 Jul 2014
15.45,0.11,0.72%,22 Jul 2014
15.34,0.00,0.00%,21 Jul 2014
15.34,0.08,0.52%,18 Jul 2014
15.26,-0.13,-0.84%,17 Jul 2014
15.39,0.03,0.20%,16 Jul 2014
15.36,0.01,0.07%,15 Jul 2014
15.35,0.04,0.26%,14 Jul 2014
15.31,-0.04,-0.26%,11 Jul 2014
15.35,0.00,0.00%,10 Jul 2014
15.35,0.01,0.07%,09 Jul 2014
15.34,-0.05,-0.32%,08 Jul 2014
15.39,0.01,0.07%,07 Jul 2014
15.38,0.06,0.39%,03 Jul 2014
15.32,0.07,0.46%,02 Jul 2014
15.25,0.05,0.33%,01 Jul 2014
15.2,-0.04,-0.26%,30 Jun 2014
15.24,0.02,0.13%,27 Jun 2014
15.22,0.04,0.26%,26 Jun 2014
15.18,0.07,0.46%,25 Jun 2014
15.11,-0.07,-0.46%,24 Jun 2014
15.18,-0.01,-0.07%,20 Jun 2014
15.19,0.01,0.07%,19 Jun 2014
15.18,0.08,0.53%,18 Jun 2014
15.1,-0.02,-0.13%,17 Jun 2014
15.12,-0.04,-0.26%,16 Jun 2014
15.16,-0.03,-0.20%,13 Jun 2014
15.19,-0.01,-0.07%,12 Jun 2014
15.2,-0.05,-0.33%,11 Jun 2014
15.25,0.06,0.39%,10 Jun 2014
15.19,0.06,0.40%,06 Jun 2014
15.13,0.11,0.73%,05 Jun 2014
15.02,-0.02,-0.13%,04 Jun 2014
15.04,0.01,0.07%,03 Jun 2014
15.03,0.00,0.00%,02 Jun 2014
15.03,-0.03,-0.20%,30 May 2014
15.06,0.02,0.13%,28 May 2014
15.04,-0.04,-0.27%,27 May 2014
15.08,0.08,0.53%,23 May 2014
15.0,0.07,0.47%,22 May 2014
14.93,0.08,0.54%,21 May 2014
14.85,-0.10,-0.67%,20 May 2014
14.95,0.03,0.20%,19 May 2014
14.92,0.11,0.74%,16 May 2014
14.81,-0.05,-0.34%,15 May 2014
14.86,0.04,0.27%,14 May 2014
14.82,0.02,0.14%,13 May 2014
14.8,0.06,0.41%,12 May 2014
14.74,-0.02,-0.14%,09 May 2014
14.76,0.00,0.00%,08 May 2014
14.76,0.05,0.34%,07 May 2014
14.71,0.01,0.07%,06 May 2014
14.7,0.02,0.14%,05 May 2014
14.68,0.07,0.48%,02 May 2014
14.61,-0.07,-0.48%,30 Apr 2014
14.68,0.03,0.20%,29 Apr 2014
14.65,0.05,0.34%,28 Apr 2014
14.6,-0.11,-0.75%,25 Apr 2014
14.71,0.03,0.20%,24 Apr 2014
14.68,-0.07,-0.47%,23 Apr 2014
14.75,0.03,0.20%,22 Apr 2014
14.72,0.08,0.55%,17 Apr 2014
14.64,0.07,0.48%,16 Apr 2014
14.57,-0.05,-0.34%,15 Apr 2014
14.62,0.01,0.07%,14 Apr 2014
14.61,-0.04,-0.27%,11 Apr 2014
14.65,-0.05,-0.34%,10 Apr 2014
14.7,0.10,0.68%,09 Apr 2014
14.6,0.07,0.48%,08 Apr 2014
14.53,0.02,0.14%,07 Apr 2014
14.51,0.01,0.07%,04 Apr 2014
14.5,-0.05,-0.34%,03 Apr 2014
14.55,0.02,0.14%,02 Apr 2014
14.53,0.10,0.69%,01 Apr 2014
14.43,0.04,0.28%,31 Mar 2014
14.39,0.05,0.35%,28 Mar 2014
14.34,0.06,0.42%,27 Mar 2014
14.28,0.06,0.42%,26 Mar 2014
14.22,0.05,0.35%,25 Mar 2014
14.17,0.09,0.64%,24 Mar 2014
14.08,-0.01,-0.07%,21 Mar 2014
14.09,-0.03,-0.21%,20 Mar 2014
14.12,-0.09,-0.63%,19 Mar 2014
14.21,0.07,0.50%,18 Mar 2014
14.14,0.11,0.78%,17 Mar 2014
14.03,-0.03,-0.21%,14 Mar 2014
14.06,-0.04,-0.28%,13 Mar 2014
14.1,-0.05,-0.35%,12 Mar 2014
14.15,-0.05,-0.35%,11 Mar 2014
14.2,-0.08,-0.56%,10 Mar 2014
14.28,-0.03,-0.21%,07 Mar 2014
14.31,0.05,0.35%,06 Mar 2014
14.26,-0.01,-0.07%,05 Mar 2014
14.27,0.12,0.85%,04 Mar 2014
14.15,-0.18,-1.26%,03 Mar 2014
14.33,0.01,0.07%,28 Feb 2014
14.32,0.10,0.70%,27 Feb 2014
14.22,0.01,0.07%,26 Feb 2014
14.21,-0.01,-0.07%,25 Feb 2014
14.22,0.03,0.21%,24 Feb 2014
14.19,0.03,0.21%,21 Feb 2014
14.16,0.04,0.28%,20 Feb 2014
14.12,-0.05,-0.35%,19 Feb 2014
14.17,-0.01,-0.07%,18 Feb 2014
14.18,0.04,0.28%,14 Feb 2014
14.14,-0.02,-0.14%,13 Feb 2014
14.16,0.01,0.07%,12 Feb 2014
14.15,0.06,0.43%,11 Feb 2014
14.09,0.02,0.14%,10 Feb 2014
14.07,0.07,0.50%,07 Feb 2014
14.0,0.12,0.86%,06 Feb 2014
13.88,-0.01,-0.07%,05 Feb 2014
13.89,0.03,0.22%,04 Feb 2014
13.86,-0.15,-1.07%,03 Feb 2014
14.01,-0.11,-0.78%,31 Jan 2014
14.12,0.03,0.21%,30 Jan 2014
14.09,-0.03,-0.21%,29 Jan 2014
14.12,0.05,0.36%,28 Jan 2014
14.07,-0.11,-0.78%,27 Jan 2014
14.18,-0.17,-1.18%,24 Jan 2014
14.35,-0.10,-0.69%,23 Jan 2014
14.45,0.00,0.00%,22 Jan 2014
14.45,0.04,0.28%,21 Jan 2014
14.41,-0.05,-0.35%,17 Jan 2014
14.46,-0.07,-0.48%,16 Jan 2014
14.53,-0.06,-0.41%,15 Jan 2014
14.59,0.04,0.27%,14 Jan 2014
14.55,-0.01,-0.07%,13 Jan 2014
14.56,0.06,0.41%,10 Jan 2014
14.5,-0.04,-0.28%,09 Jan 2014
14.54,-0.02,-0.14%,08 Jan 2014
14.56,0.02,0.14%,07 Jan 2014
14.54,-0.04,-0.27%,06 Jan 2014
14.58,-0.04,-0.27%,03 Jan 2014
14.62,-0.08,-0.54%,02 Jan 2014
14.7,-0.05,-0.34%,31 Dec 2013
14.75,0.05,0.34%,30 Dec 2013
14.7,-0.01,-0.07%,27 Dec 2013
14.71,0.03,0.20%,24 Dec 2013
14.68,0.02,0.14%,23 Dec 2013
14.66,0.02,0.14%,20 Dec 2013
14.64,-0.06,-0.41%,19 Dec 2013
14.7,0.04,0.27%,18 Dec 2013
14.66,-0.03,-0.20%,17 Dec 2013
14.69,0.03,0.20%,16 Dec 2013
14.66,-0.01,-0.07%,13 Dec 2013
14.67,-0.03,-0.20%,12 Dec 2013
14.7,-0.09,-0.61%,11 Dec 2013
14.79,0.00,0.00%,10 Dec 2013
14.79,0.05,0.34%,09 Dec 2013
14.74,0.06,0.41%,06 Dec 2013
14.68,0.01,0.07%,05 Dec 2013
14.67,-0.06,-0.41%,04 Dec 2013
14.73,-0.06,-0.41%,03 Dec 2013
14.79,-0.02,-0.14%,02 Dec 2013
14.81,-0.03,-0.20%,29 Nov 2013
14.84,0.02,0.13%,27 Nov 2013
14.82,0.00,0.00%,26 Nov 2013
14.82,0.01,0.07%,25 Nov 2013
14.81,0.03,0.20%,22 Nov 2013
14.78,-0.06,-0.40%,21 Nov 2013
14.84,-0.06,-0.40%,20 Nov 2013
14.9,-0.03,-0.20%,19 Nov 2013
14.93,0.13,0.88%,18 Nov 2013
14.8,0.08,0.54%,15 Nov 2013
14.72,0.10,0.68%,14 Nov 2013
14.62,-0.03,-0.20%,13 Nov 2013
14.65,-0.08,-0.54%,12 Nov 2013
14.73,-0.06,-0.41%,11 Nov 2013
14.79,-0.06,-0.40%,08 Nov 2013
14.85,-0.12,-0.80%,07 Nov 2013
14.97,0.03,0.20%,06 Nov 2013
14.94,-0.12,-0.80%,05 Nov 2013
15.06,-0.06,-0.40%,04 Nov 2013
15.12,-0.08,-0.53%,31 Oct 2013
15.2,0.00,0.00%,30 Oct 2013
15.2,0.01,0.07%,29 Oct 2013
15.19,0.01,0.07%,28 Oct 2013
15.18,0.02,0.13%,25 Oct 2013
15.16,0.00,0.00%,24 Oct 2013
15.16,-0.08,-0.52%,23 Oct 2013
15.24,0.06,0.40%,22 Oct 2013
15.18,-0.02,-0.13%,21 Oct 2013
15.2,0.06,0.40%,18 Oct 2013
15.14,0.05,0.33%,17 Oct 2013
15.09,0.09,0.60%,16 Oct 2013
15.0,-,-,15 Oct 2013
